As of Date,Fund Name,Donor Name,Donor Country Code,Receipt Type,Receipt Quarter,Calendar Year,Receipt Currency,Receipt Amount,Contribution Type,Sub Account,Amount in USD,Sector/Theme
2013-12-31T00:00:00,Global Environment Facility,Japan,JP,Note,OCT-DEC,2007,JPY,8421992500,Grant,GF04,767243.52,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Norway,NO,Note,OCT-DEC,2007,NOK,57080000,Grant,GF04,10406254.8,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,South Africa,ZA,Cash,JAN-MAR,2007,ZAR,4515020,Grant,GF04,610791.91,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,South Africa,ZA,Cash,JAN-MAR,2007,ZAR,3484980,Grant,GF04,471448.09,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,APR-JUN,2007,CAD,36270000,Grant,GF04,32740566.3,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,JUL-SEP,2007,EUR,22345000,Grant,GF04,30517683.75,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,JUL-SEP,2007,EUR,22345000,Grant,GF04,30517683.75,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,JUL-SEP,2007,EUR,22345000,Grant,GF04,30517683.75,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Netherlands,NL,Note,JUL-SEP,2007,EUR,22345000,Grant,GF04,30517683.75,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Switzerland,CH,Note,OCT-DEC,2007,CHF,22000000,Grant,GF04,19605300,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Slovenia,SI,Cash,JAN-MAR,2008,EUR,1197500,Grant,GF04,1750266,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Cash,JAN-MAR,2008,USD,17537000,Grant,GF04,17537000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Australia,AU,Note,JAN-MAR,2008,AUD,14950000,Grant,GF04,14035807.5,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Luxembourg,LU,Note,JAN-MAR,2008,EUR,1197500,Grant,GF04,1800920.25,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,APR-JUN,2008,CAD,36270000,Grant,GF04,35795588.4,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United Kingdom,GB,Note,APR-JUN,2008,GBP,35000000,Grant,GF04,69105750,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,JAN-MAR,2007,USD,79200000,Grant,GF04,79200000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Cash,JAN-MAR,2002,USD,13352348.81,Grant,GF02,13352348.81,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,France,FR,Cash,APR-JUN,2007,USD,43060000,Grant,GF04,43060000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Austria,AT,Note,JUL-SEP,2007,EUR,6095000,Grant,GF04,8306266,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,India,IN,Cash,JAN-MAR,2008,INR,89527500,Grant,GF04,2266518.99,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,JAN-MAR,2008,EUR,1432410,Grant,GF04,2107003.49,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,JAN-MAR,2008,USD,80000000,Grant,GF04,80000000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,JAN-MAR,2008,USD,1100720,Grant,GF03,1100720,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Greece,GR,Cash,APR-JUN,2008,EUR,1432500,Grant,GF04,2257620,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,France,FR,Cash,APR-JUN,2008,USD,43060000,Grant,GF04,43060000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Korea, Republic of",KR,Cash,JUL-SEP,2008,USD,1600000,Grant,GF04,1600000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Mexico,MX,Cash,APR-JUN,2009,MXN,14460000,Grant,GF04,1055782.71,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,France,FR,Cash,APR-JUN,2009,USD,43060000,Grant,GF04,43060000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,South Africa,ZA,Cash,APR-JUN,2009,ZAR,3380020,Grant,GF04,418060.61,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,"Korea, Republic of",KR,Cash,APR-JUN,2009,USD,1599987,Grant,GF04,1599987,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Denmark,DK,Cash,OCT-DEC,2008,DKK,77500000,Grant,GF04,13366678.16,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,New Zealand,NZ,Note,OCT-DEC,2008,NZD,2100000,Grant,GF04,1144500,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Greece,GR,Cash,JAN-MAR,2009,EUR,1432500,Grant,GF04,1876718.25,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Luxembourg,LU,Note,JAN-MAR,2009,EUR,1197500,Grant,GF04,1530105.63,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Canada,CA,Note,APR-JUN,2009,CAD,33936629.66,Grant,GF04,28527809.62,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United Kingdom,GB,Note,APR-JUN,2009,GBP,35000000,Grant,GF04,57351000,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Mexico,MX,Cash,JUL-SEP,2008,MXN,14460000,Grant,GF04,1402589.84,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Austria,AT,Note,OCT-DEC,2008,EUR,6095000,Grant,GF04,7857369.25,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,JAN-MAR,2009,USD,34881419,Grant,GF04,34881419,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Norway,NO,Note,JAN-MAR,2009,NOK,57080000,Grant,GF04,8494074.8,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Germany,DE,Note,JAN-MAR,2009,USD,69365750,Grant,GF04,69365750,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Ireland,IE,Cash,OCT-DEC,2008,EUR,1420000,Grant,GF04,1778692,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Australia,AU,Note,OCT-DEC,2008,AUD,14950000,Grant,GF04,9693580,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Turkey,TR,Note,OCT-DEC,2008,XDR,1000000,Grant,GF04,1476860,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Portugal,PT,Note,OCT-DEC,2008,EUR,1432500,Grant,GF04,1801440.38,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Finland,FI,Cash,OCT-DEC,2008,EUR,7780000,Grant,GF04,9820694,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Switzerland,CH,Note,OCT-DEC,2008,CHF,22000000,Grant,GF04,18348660,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Japan,JP,Note,OCT-DEC,2008,JPY,8421992500,Grant,GF04,884309.21,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Belgium,BE,Cash,APR-JUN,2009,EUR,11545000,Grant,GF04,15731217,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,South Africa,ZA,Cash,APR-JUN,2009,ZAR,5619980,Grant,GF04,695111.93,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,United States,US,Note,APR-JUN,2009,USD,45118581,Grant,GF04,45118581,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Argentina,AR,Cash,JUL-SEP,2009,USD,159371,Grant,GF01,159371,Environment/Climate Change
2013-12-31T00:00:00,Global Environment Facility,Slovenia,SI,Cash,JAN-MAR,2009,EUR,1197500,Grant,GF04,1532440.75,Environment/Climate Change
